id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration,pickup_street,pickup_suburb,distance,distance_miles,pickup_city
id0399599,2,2016-03-04 22:57:33,2016-03-04 23:02:29,1,-73.98494720458984,40.744510650634766,-73.97904968261719,40.753128051757805,N,296,East 29th Street,Manhattan,1.079343488258479,0.669192962720257,New York
id2433775,2,2016-06-03 22:28:50,2016-06-03 22:37:51,3,-74.0066680908203,40.73296356201172,-74.00025177001953,40.742870330810554,N,541,Christopher Street (PATH) underground passage,Manhattan,1.2270807835749962,0.7607900858164977,New York
id3751894,1,2016-03-05 19:37:10,2016-03-05 19:59:12,2,-73.94208526611328,40.79118347167969,-74.01242065429686,40.70152282714844,N,1322,2nd Avenue,East Harlem,11.597641525507566,7.190537745814691,New York
id1797027,1,2016-06-22 20:09:43,2016-06-22 20:40:00,1,-73.98236846923827,40.77297592163086,-74.00235748291014,40.75094985961913,N,1817,Columbus Avenue,Manhattan,2.971997739066884,1.8426385982214681,New York
id2418934,1,2016-04-08 20:39:15,2016-04-08 20:47:02,1,-73.96546936035155,40.76577377319336,-73.96984100341797,40.754520416259766,N,467,Lexington Avenue,Manhattan,1.3043645908981403,0.808706046356847,New York
id3768533,2,2016-05-14 16:36:41,2016-05-14 16:40:56,1,-73.99456787109375,40.750534057617195,-73.98905181884764,40.75830078125,N,255,Pennsylvania Plaza,Manhattan,0.9806733999004941,0.6080175079383063,New York
id3031062,2,2016-01-01 20:51:00,2016-01-01 21:01:53,1,-73.98509979248048,40.72779846191406,-73.97814178466798,40.74825286865234,N,653,1st Avenue,Manhattan,2.3487640839049004,1.4562337320210383,New York
id3041788,2,2016-04-15 19:07:09,2016-04-15 19:58:24,2,-73.86283874511719,40.76910018920898,-73.98426055908203,40.75748062133789,N,3075,Terminal D Post-Security,Queens,10.307520426293308,6.390662664301852,New York
id3165412,1,2016-05-19 00:02:30,2016-05-19 00:14:32,2,-73.98198699951173,40.77214813232422,-73.96460723876953,40.75753021240234,N,722,Broadway,Upper West Side,2.1873443558316463,1.3561535006156207,New York
id1562742,2,2016-01-06 17:10:43,2016-01-06 17:19:18,3,-73.9748764038086,40.75376129150391,-73.98105621337889,40.746070861816406,N,515,Lexington Avenue,Manhattan,1.0011273540287184,0.6206989594978054,New York
id2072676,1,2016-05-25 20:05:02,2016-05-25 20:14:42,1,-73.9515151977539,40.809696197509766,-73.93197631835938,40.79528427124024,N,580,Frederick Douglass Boulevard,Central Harlem,2.2962680218652207,1.4236861735564368,New York
id2248476,1,2016-01-17 05:12:17,2016-01-17 05:15:31,1,-73.99018096923827,40.723243713378906,-73.98854064941406,40.7274284362793,N,194,East Houston Street,Manhattan,0.48541737803555524,0.30095877438204427,New York
id2445906,2,2016-01-14 13:27:02,2016-01-14 13:46:34,1,-73.98368072509764,40.74699401855469,-73.95252990722656,40.789344787597656,N,1172,Madison Avenue,Manhattan,5.390592407229252,3.342167292482136,New York
id3716295,2,2016-02-27 00:01:29,2016-02-27 00:15:21,1,-73.99642944335938,40.723670959472656,-73.9853515625,40.70243835449219,N,832,Lafayette Street,Nolita,2.5388804478333102,1.5741058776566523,New York
id0854887,2,2016-05-19 19:51:04,2016-05-19 20:18:20,5,-73.98597717285155,40.76247024536133,-73.95379638671875,40.77922821044922,N,1636,8th Avenue,Manhattan,3.288806941118246,2.039060303493313,New York
id0981633,2,2016-01-19 22:23:56,2016-01-19 22:37:48,3,-73.97708892822266,40.75307846069336,-74.00293731689453,40.72822952270508,N,832,East 42nd Street,Manhattan,3.518099179751688,2.1812214914460464,New York
id3736020,1,2016-01-13 21:37:38,2016-01-13 21:41:15,1,-73.98943328857422,40.73519134521485,-73.99198913574217,40.72628784179688,N,217,Union Square East,Manhattan,1.0131784995005773,0.6281706696903578,New York
id2659021,1,2016-04-17 17:57:33,2016-04-17 18:12:16,1,-74.00238800048828,40.73978805541992,-73.99503326416014,40.722686767578125,N,883,8th Avenue,Manhattan,2.0000132590738784,1.2400082206258045,New York
id1671421,2,2016-04-20 18:54:01,2016-04-20 19:31:50,1,-73.97260284423827,40.75962066650391,-73.97201538085938,40.63939666748047,N,2269,Park Avenue,Manhattan,13.36840555245592,8.288411442522671,New York
id0838512,1,2016-03-30 14:52:58,2016-03-30 15:10:59,1,-73.97754669189453,40.752079010009766,-73.98590087890625,40.76446533203125,N,1081,East 42nd Street,Midtown East,1.5466317075187301,0.9589116586616127,New York
id2260494,1,2016-03-11 14:40:23,2016-03-11 14:54:57,2,-73.97551727294923,40.760353088378906,-73.98508453369139,40.77827835083008,N,874,5th Avenue,Manhattan,2.149879286007702,1.3329251573247751,New York
id1993752,2,2016-02-23 21:15:25,2016-02-23 21:27:38,1,-74.0003890991211,40.735176086425774,-73.98190307617188,40.748165130615234,N,733,Greenwich Avenue,Manhattan,2.1240484550028955,1.3169100421017952,New York
id0295174,1,2016-02-27 09:14:38,2016-02-27 09:21:51,2,-73.97866821289062,40.747753143310554,-73.99079895019531,40.751121520996094,N,433,Lexington Avenue,Manhattan,1.0883503482676837,0.674777215925964,New York
id1073868,2,2016-05-04 18:42:51,2016-05-04 18:49:55,3,-73.96892547607422,40.76419448852539,-73.97650909423827,40.75397109985352,N,424,Park Avenue,Upper East Side,1.3039469908538186,0.8084471343293675,New York
id3005669,2,2016-02-23 08:17:06,2016-02-23 08:43:37,1,-73.92310333251953,40.74396133422852,-73.9671630859375,40.76015853881836,N,1591,Queens Boulevard,Queens,4.125290997695543,2.5576804185712363,New York
id0366679,2,2016-04-24 08:39:39,2016-04-24 08:42:31,1,-73.99172210693358,40.74422836303711,-73.99256134033203,40.74847030639648,N,172,West 25th Street,Manhattan,0.47695206967460607,0.29571028319825576,New York
id0739992,2,2016-04-08 17:05:44,2016-04-08 17:29:06,1,-73.98809051513672,40.74924850463867,-73.95406341552734,40.77878189086913,N,1402,Broadway,Manhattan,4.358551818618037,2.7023021275431827,New York
id1613996,2,2016-06-23 11:57:33,2016-06-23 12:16:06,1,-73.96106719970702,40.76863098144531,-73.98181915283203,40.74631118774414,N,1113,3rd Avenue,Upper East Side,3.0355760542330352,1.882057153624482,New York
id0907317,2,2016-05-07 11:53:26,2016-05-07 11:59:07,1,-73.9840316772461,40.7152214050293,-73.98490142822266,40.72407913208008,N,341,Grand Street,Lower East Side,0.9876591178523041,0.6123486530684286,New York
id3864839,1,2016-06-01 17:40:01,2016-06-01 17:54:08,1,-73.98065185546875,40.77494430541992,-73.97016906738281,40.784175872802734,N,847,Columbus Avenue,Upper West Side,1.353803690207106,0.8393582879284057,New York
id3707261,2,2016-04-19 12:51:47,2016-04-19 13:10:16,2,-73.98912048339844,40.69200134277344,-73.98326873779298,40.69382858276367,N,1109,Boerum Place,Kings County,0.5335592332687902,0.3308067246266499,New York
id3153795,2,2016-02-18 23:28:06,2016-02-19 00:13:56,1,-73.98265075683594,40.77225875854492,-73.95606994628906,40.62572860717773,N,2750,West 64th Street,Manhattan,16.446794271146413,10.197012448110776,New York
id3339752,1,2016-04-19 17:43:49,2016-04-19 17:55:38,1,-73.97550964355469,40.755081176757805,-73.9572982788086,40.78435134887695,N,709,Park Avenue,Manhattan,3.597925089963624,2.230713555777447,New York
id3183370,2,2016-02-29 11:10:11,2016-02-29 11:31:12,4,-73.98143005371094,40.76757049560546,-74.00755310058594,40.740821838378906,N,1261,Central Park South,Manhattan,3.699774655217804,2.2938602862350383,New York
id2287407,1,2016-03-11 04:01:47,2016-03-11 04:35:11,3,-73.78191375732422,40.64469909667969,-73.95659637451173,40.69712829589844,N,2004,JFK Access Road,Queens,15.843869487739024,9.823199082398196,New York
id2764475,2,2016-01-24 11:37:56,2016-01-24 11:46:16,2,-73.9420166015625,40.75442123413086,-73.91954803466798,40.75825119018555,N,500,21st Street,Queens,1.9398402659837481,1.2027009649099238,New York
id0608045,1,2016-06-15 11:49:38,2016-06-15 12:10:00,4,-73.96595764160156,40.7943115234375,-73.96394348144531,40.76441192626953,N,1222,Columbus Avenue,Manhattan,3.329009929435745,2.063986156250162,New York
id2144149,2,2016-01-08 23:48:29,2016-01-08 23:57:42,3,-73.98677825927734,40.757518768310554,-73.9994125366211,40.73656845092773,N,553,Broadway,Manhattan,2.5611903181928195,1.587937997279548,New York
id0388951,2,2016-05-12 19:45:23,2016-05-12 20:02:47,2,-73.98418426513672,40.74322891235352,-74.00521850585938,40.74052047729492,N,1044,Park Avenue South,Manhattan,1.7974970216076063,1.1144481533967159,New York
id0774125,2,2016-04-14 01:30:13,2016-04-14 02:07:22,2,-74.00810241699219,40.741409301757805,-73.90292358398438,40.8825798034668,N,2229,West 13th Street,Manhattan,18.021191665948383,11.173138832887997,New York
id2215648,1,2016-04-20 22:13:12,2016-04-20 22:33:12,1,-73.96404266357422,40.672019958496094,-74.00808715820312,40.731830596923835,N,1200,Eastern Parkway,Prospect Heights,7.616860683161082,4.722453623559871,New York
id3016645,1,2016-04-28 09:46:02,2016-04-28 09:52:23,1,-73.9769287109375,40.780059814453125,-73.98465728759764,40.76930618286133,N,381,Columbus Avenue,Upper West Side,1.3613788906845814,0.8440549122244405,New York
id2267119,1,2016-06-12 00:46:19,2016-06-12 01:00:47,1,-73.99202728271484,40.73079299926758,-73.97672271728516,40.75812149047852,N,868,Broadway,Manhattan,3.3010033183058396,2.0466220573496203,New York
id3615436,1,2016-04-28 19:30:24,2016-04-28 19:36:14,1,-73.98816680908203,40.77923583984375,-73.97581481933594,40.78959274291992,N,350,Riverside Boulevard,Manhattan,1.5517044845141175,0.9620567803987529,New York
id0582492,2,2016-05-08 10:26:18,2016-05-08 10:29:44,1,-73.96806335449217,40.80091857910156,-73.96772003173827,40.79277038574219,N,206,Broadway,Manhattan,0.9064995881237701,0.5620297446367375,New York
id1733273,2,2016-03-16 09:54:09,2016-03-16 09:59:34,1,-74.0052261352539,40.723758697509766,-74.0022735595703,40.72972106933594,N,325,Watts Street,SoHo,0.7081344824756381,0.43904337913489566,New York
id2317309,2,2016-01-16 18:13:05,2016-01-16 18:24:05,1,-73.96347045898438,40.76360321044922,-73.98480224609375,40.75794219970703,N,660,East 63rd Street,Manhattan,1.903726085764753,1.180310173174147,New York
id3189786,2,2016-03-17 14:22:15,2016-03-17 14:45:19,1,-73.98961639404298,40.7517967224121,-73.99292755126953,40.695137023925774,N,1384,7th Avenue,Midtown West,6.30645421491593,3.9100016132478763,New York
id2646382,2,2016-01-21 22:36:43,2016-01-21 22:51:57,1,-73.96131134033203,40.780303955078125,-73.93372344970702,40.84763717651367,N,914,5th Avenue,Manhattan,7.838830105229438,4.8600746652422515,New York
id0169394,2,2016-01-22 18:42:57,2016-01-22 18:44:38,1,-73.98856353759764,40.722652435302734,-73.98180389404298,40.72104644775391,N,101,East Houston Street,Lower East Side,0.5969911001874484,0.370134482116218,New York
id0451900,2,2016-03-10 23:42:26,2016-03-10 23:56:10,1,-73.96737670898438,40.80339813232422,-74.00395965576173,40.75293350219727,N,824,Broadway,Manhattan,6.401293105243247,3.968801725250813,New York
id1966128,1,2016-06-10 23:33:04,2016-06-10 23:59:13,2,-73.95348358154298,40.775577545166016,-74.00249481201173,40.72491836547852,N,1569,2nd Avenue,Manhattan,6.984004255873081,4.33008263864131,New York
id1438472,2,2016-06-13 12:55:54,2016-06-13 13:21:49,1,-73.95899200439453,40.71236801147461,-73.96258544921875,40.75894546508789,N,1555,Roebling Street,Brooklyn,5.188024530719433,3.2165752090460487,New York
id1453622,2,2016-05-10 17:09:19,2016-05-10 17:19:56,3,-74.00441741943358,40.7474365234375,-73.98108673095702,40.763477325439446,N,637,West 23rd Street,Chelsea,2.6539173606542663,1.645428763605645,New York
id3432460,2,2016-01-05 22:59:10,2016-01-05 23:03:02,1,-73.97635650634764,40.74419403076172,-73.97399139404298,40.73737335205078,N,232,2nd Avenue,Manhattan,0.7841642751434955,0.48618185058896723,New York
id2515232,1,2016-02-20 09:13:56,2016-02-20 09:30:09,1,-73.99076843261719,40.76651763916016,-73.99076843261719,40.76651763916016,N,973,10th Avenue,Manhattan,0.0,0.0,New York
id0325128,1,2016-01-28 20:20:37,2016-01-28 20:32:43,1,-73.9887466430664,40.769287109375,-73.96709442138672,40.75640106201172,N,726,10th Avenue,Midtown West,2.3191660840432253,1.4378829721067996,New York
id0144263,1,2016-04-27 18:12:28,2016-04-27 18:36:24,1,-73.97316741943358,40.752403259277344,-73.98591613769531,40.761577606201165,N,1436,3rd Avenue,Manhattan,1.4811316804762942,0.9183016418953024,New York
id0398489,1,2016-05-08 10:12:31,2016-05-08 10:16:57,2,-73.98473358154298,40.74612045288086,-73.9783935546875,40.75827026367188,N,266,East 31st Street,Manhattan,1.4527241741201458,0.9006889879544904,New York
id0941189,1,2016-01-29 14:07:06,2016-01-29 14:21:23,1,-74.01488494873048,40.714351654052734,-73.9955825805664,40.74937438964844,N,857,West Street,Manhattan,4.220339100040316,2.6166102420249957,New York
id1351691,1,2016-05-28 11:36:40,2016-05-28 11:42:02,1,-73.98739624023438,40.75034332275391,-73.99175262451173,40.75392532348633,N,322,Broadway,Manhattan,0.5415740336454459,0.33577590086017645,New York
id2513748,2,2016-02-14 13:05:48,2016-02-14 13:09:11,1,-73.95864868164062,40.76406097412109,-73.96600341796875,40.76528549194336,N,203,1st Avenue,Manhattan,0.6341967663715388,0.39320199515035403,New York
id2578997,2,2016-05-30 20:52:18,2016-05-30 21:01:55,1,-73.99632263183594,40.72504806518555,-73.98048400878906,40.73020553588867,N,577,East Houston Street,SoHo,1.4526485610428006,0.9006421078465364,New York
id3758107,2,2016-03-04 10:52:01,2016-03-04 11:05:33,2,-73.9925079345703,40.73766326904297,-73.98805236816406,40.74953842163086,N,812,5th Avenue,Manhattan,1.3727732356923992,0.8511194061292875,New York
id0678138,2,2016-01-11 14:37:44,2016-01-11 15:00:35,1,-73.95028686523438,40.783599853515625,-73.99134063720702,40.73242950439453,N,1371,East 94th Street,Manhattan,6.658195199424394,4.128081023643125,New York
id0200534,2,2016-06-19 14:54:38,2016-06-19 15:03:36,2,-73.97032165527342,40.75225067138672,-73.98699188232422,40.7470703125,N,538,2nd Avenue,Manhattan,1.5178179080549443,0.9410471029940655,New York
id2989163,2,2016-04-13 12:46:46,2016-04-13 12:57:01,6,-73.98426055908203,40.74571990966797,-73.99320983886719,40.749881744384766,N,615,Madison Avenue,Manhattan,0.884596381729439,0.5484497566722522,New York
id0503482,2,2016-02-01 14:54:50,2016-02-01 15:18:37,1,-73.96810913085938,40.799480438232415,-73.9720230102539,40.760040283203125,N,1427,Broadway,Upper West Side,4.397914422538625,2.7267069419739474,New York
id1004765,2,2016-02-10 08:11:42,2016-02-10 08:46:14,1,-73.94966888427734,40.78480529785156,-74.01515197753906,40.71139144897461,N,2072,3rd Avenue,Manhattan,9.852318665613508,6.108437572680375,New York
id0292552,1,2016-05-27 09:45:46,2016-05-27 09:53:35,1,-73.97705841064453,40.76441955566406,-73.9770278930664,40.774726867675774,N,469,West 57th Street,Manhattan,1.146124976201598,0.7105974852449907,New York
id1478207,2,2016-04-14 09:20:29,2016-04-14 09:25:37,1,-73.9854736328125,40.75801849365234,-73.9837417602539,40.75177001953125,N,308,7th Avenue,Manhattan,0.7099482771378901,0.44016793182549185,New York
id1733623,1,2016-04-20 22:06:15,2016-04-20 22:21:00,1,-73.9681396484375,40.75552368164063,-73.98242950439453,40.773555755615234,N,885,2nd Avenue,Midtown East,2.338524122504094,1.4498849559525382,New York
id0750671,2,2016-01-16 22:50:54,2016-01-16 23:01:52,5,-73.98262023925781,40.76795959472656,-73.9827880859375,40.7475700378418,N,658,Columbus Circle,Manhattan,2.2672619140726207,1.405702386725025,New York
id1076447,2,2016-01-17 12:34:27,2016-01-17 12:42:26,2,-73.98988342285155,40.73526382446289,-73.9986801147461,40.72288513183594,N,479,East 15th Street,Gramercy,1.563347671967486,0.9692755566198412,New York
id2109063,1,2016-03-06 19:42:27,2016-03-06 19:47:43,1,-73.9526138305664,40.71866226196289,-73.96331024169923,40.71271896362305,N,316,Roebling Street,Brooklyn,1.1177886594630688,0.6930289688671026,New York
id0109173,1,2016-02-11 20:35:39,2016-02-11 20:51:02,1,-73.97964477539062,40.751731872558594,-74.00537109375,40.744895935058594,N,923,Madison Avenue,Manhattan,2.296613607113534,1.423900436410391,New York
id3460088,2,2016-04-06 14:46:43,2016-04-06 15:02:50,1,-73.99253845214845,40.73779296875,-74.00005340576173,40.71937942504882,N,967,5th Avenue,Manhattan,2.1431831984650227,1.328773583048314,New York
id2384654,1,2016-05-11 15:05:51,2016-05-11 15:24:39,1,-73.99888610839844,40.726348876953125,-73.99420166015625,40.6993408203125,N,1128,Houston Street West,SoHo,3.029005040998413,1.877983125419016,New York
id1029290,2,2016-04-07 17:58:30,2016-04-07 18:02:00,1,-73.98370361328125,40.74391174316406,-73.98784637451173,40.73833847045898,N,210,Park Avenue South,Manhattan,0.7112453136848685,0.4409720944846185,New York
id0958848,2,2016-02-02 18:17:22,2016-02-02 18:24:25,3,-74.00835418701173,40.745220184326165,-73.99476623535155,40.740280151367195,N,423,Joe DiMaggio Highway,Chelsea,1.2697114178882656,0.7872210790907247,New York
id2985049,1,2016-05-04 10:44:42,2016-05-04 11:43:42,1,-73.7820053100586,40.64474487304688,-73.99759674072266,40.76109313964844,N,3540,JFK Access Road,Queens,22.308272583881394,13.831129002006463,New York
id3598079,2,2016-05-24 06:28:33,2016-05-24 06:35:35,1,-73.99087524414062,40.75596618652344,-73.9900131225586,40.77216339111328,N,422,Broadway,Manhattan,1.8025119650159667,1.1175574183098993,New York
id1453532,1,2016-04-03 00:18:43,2016-04-03 00:26:10,2,-73.9896469116211,40.757129669189446,-73.97703552246092,40.75115966796875,N,447,Broadway,Manhattan,1.252647845893547,0.7766416644539992,New York
id2825338,1,2016-02-18 10:38:50,2016-02-18 10:55:02,1,-73.95477294921875,40.76551055908203,-73.9678192138672,40.762603759765625,N,972,York Avenue,Manhattan,1.1453071087482267,0.7100904074239006,New York
id0319234,2,2016-06-07 16:13:23,2016-06-07 16:47:33,1,-73.863525390625,40.76651382446289,-73.78301239013672,40.6439208984375,N,2050,Grand Central Parkway,Queens County,15.227746590893931,9.441202886354237,New York
id2405289,2,2016-06-18 23:25:29,2016-06-18 23:34:16,1,-73.9983901977539,40.740398406982415,-73.9972915649414,40.72238159179688,N,527,7th Avenue,Manhattan,2.0055183368308,1.2434213688350961,New York
id0165357,2,2016-04-17 23:46:10,2016-04-17 23:55:42,1,-74.00909423828125,40.710731506347656,-73.9725112915039,40.74322509765625,N,572,Broadway,Manhattan,4.749511198517624,2.9446969430809267,New York
id0325810,2,2016-03-02 19:43:38,2016-03-02 19:59:06,1,-74.00425720214845,40.747661590576165,-73.98632049560547,40.72233963012695,N,928,West 23rd Street,Chelsea,3.195624133070181,1.9812869625035123,New York
id1876315,1,2016-01-13 19:00:00,2016-01-13 19:05:16,1,-73.98150634765625,40.77364730834961,-73.9807357788086,40.780738830566406,N,316,Columbus Avenue,Upper West Side,0.7912071375071478,0.4905484252544316,New York
id2781897,2,2016-04-11 01:06:47,2016-04-11 01:30:27,6,-73.95584869384764,40.77215576171875,-73.8056640625,40.72357177734375,N,1420,2nd Avenue,Manhattan,13.756716980891541,8.529164528152755,New York
id1169597,1,2016-01-30 21:41:09,2016-01-30 21:51:55,1,-73.97052764892578,40.75572967529297,-73.98886108398438,40.756778717041016,N,646,East 50th Street,Manhattan,1.5486165272438541,0.9601422468911895,New York
id1035639,1,2016-06-14 07:22:55,2016-06-14 07:35:12,1,-73.95941162109375,40.76904678344727,-73.9811248779297,40.75787734985352,N,737,East 72nd Street,Manhattan,2.2105815811831797,1.3705605803335714,New York
id2579273,1,2016-05-06 11:44:17,2016-05-06 12:10:26,1,-73.98267364501953,40.766849517822266,-73.97835540771484,40.75075912475586,N,1569,Broadway,Manhattan,1.8257659204181353,1.1319748706592438,New York
id2683320,1,2016-02-22 17:30:44,2016-02-22 17:43:08,1,-73.98277282714845,40.777774810791016,-73.94849395751953,40.78474426269531,N,744,Sherman Square,Upper West Side,2.988439502014134,1.852832491248763,New York
id2341120,1,2016-04-17 04:20:23,2016-04-17 04:22:15,1,-73.97059631347656,40.67226409912109,-73.97889709472656,40.662105560302734,N,112,Prospect Park West,Kings County,1.3289466099160652,0.8239468981479604,New York
id1656180,2,2016-03-11 05:38:14,2016-03-11 06:05:47,5,-73.99113464355469,40.747196197509766,-74.17662048339844,40.69353103637695,N,1653,West 29th Street,Manhattan,16.73207569434576,10.37388693049437,New York
id3116818,1,2016-04-12 16:47:27,2016-04-12 16:54:49,1,-73.9631118774414,40.794090270996094,-73.95823669433594,40.78213119506836,N,442,Central Park West,Manhattan,1.391689873592084,0.862847721627092,New York
id2096241,2,2016-04-16 09:49:52,2016-04-16 09:58:43,3,-73.99191284179686,40.74971389770508,-73.99383544921875,40.735870361328125,N,531,Penn Plaza,Manhattan,1.547830936552301,0.9596551806624266,New York
id3961403,2,2016-04-09 14:11:28,2016-04-09 14:15:58,5,-73.97373199462889,40.763328552246094,-73.97709655761719,40.75870132446289,N,270,5th Avenue,Midtown West,0.5873988347759131,0.36418727756106617,New York
id2392251,1,2016-02-23 12:05:46,2016-02-23 12:40:24,1,-73.86412048339844,40.7696533203125,-73.98751831054686,40.750431060791016,N,2078,Queens County,Queens County,10.6106619433211,6.578610404859082,New York
id2132956,1,2016-06-28 12:10:16,2016-06-28 12:19:05,2,-73.96702575683594,40.77071380615234,-73.95703887939453,40.7821044921875,N,529,East 70th Street,Manhattan,1.5203344721586007,0.9426073727383324,New York
id1499721,2,2016-06-23 23:55:06,2016-06-24 00:00:54,1,-73.99024963378906,40.76325988769531,-73.9846954345703,40.77935028076172,N,348,West 49th Street,Manhattan,1.849297285949429,1.146564317288646,New York
id2961735,2,2016-06-19 19:25:03,2016-06-19 19:34:07,2,-73.97767639160156,40.757709503173835,-74.0022735595703,40.73974990844727,N,544,5th Avenue,Midtown East,2.877749660695839,1.7842047896314202,New York
id3438934,2,2016-01-21 12:59:37,2016-01-21 13:08:18,1,-74.0033187866211,40.74114990234375,-74.0016098022461,40.730899810791016,N,521,West 15th Street,Manhattan,1.1488189497883587,0.7122677488687824,New York
id3799883,2,2016-03-31 09:39:30,2016-03-31 09:55:37,5,-73.98538970947266,40.731781005859375,-73.98554229736328,40.69629669189453,N,967,2nd Avenue,East Village,3.9457010944654165,2.446334678568558,New York
id1329642,1,2016-04-02 21:52:19,2016-04-02 22:01:28,1,-74.00117492675781,40.731609344482415,-73.98625183105469,40.739910125732415,N,549,Ave Of The Americas,West Village,1.559768109722452,0.9670562280279202,New York
id0116529,1,2016-02-01 20:03:34,2016-02-01 20:08:07,1,-73.96876525878906,40.76117706298828,-73.9629364013672,40.770599365234375,N,273,Lexington Avenue,Manhattan,1.157012197524329,0.717347562465084,New York
id3633470,1,2016-03-09 08:28:43,2016-03-09 08:46:44,1,-73.94904327392578,40.77327728271485,-73.96808624267578,40.762451171875,N,1081,York Avenue,Manhattan,2.005246633791854,1.2432529129509495,New York
id3385596,1,2016-02-12 09:28:19,2016-02-12 09:33:48,2,-73.97978973388672,40.72289657592773,-73.98239135742188,40.73297882080078,N,329,Ave C,East Village,1.1423292424669822,0.7082441303295289,New York
id1862455,1,2016-05-03 06:37:14,2016-05-03 06:41:23,1,-73.99523162841797,40.74440383911133,-74.00824737548828,40.73065185546875,N,249,7th Avenue,Manhattan,1.8817229891943064,1.16666825330047,New York
id1954034,1,2016-03-10 04:08:10,2016-03-10 04:08:26,1,-73.9548568725586,40.688106536865234,-73.95486450195312,40.688106536865234,N,16,Bedford Avenue,Bedford-Stuyvesant,0.0006432787842382836,0.00039883284622773584,New York
id1240022,2,2016-02-19 17:12:55,2016-02-19 17:15:50,1,-73.98519897460938,40.73638916015625,-73.99004364013672,40.72943115234375,N,175,East 19th Street,Gramercy,0.8747792520222473,0.5423631362537933,New York
id1809564,2,2016-04-28 08:23:42,2016-04-28 08:26:14,6,-73.97464752197266,40.755741119384766,-73.97160339355469,40.76071166992188,N,152,Park Avenue,Manhattan,0.6092765397071652,0.37775145461844245,New York
id3652464,1,2016-04-11 17:46:03,2016-04-11 18:04:16,1,-73.99502563476561,40.74504089355469,-74.0055160522461,40.71143341064453,N,1093,7th Avenue,Manhattan,3.8401139935413817,2.3808706759956566,New York
id2614577,2,2016-03-18 15:04:14,2016-03-18 15:21:00,1,-73.98831176757811,40.747806549072266,-74.00507354736328,40.72858428955078,N,1006,Broadway,Midtown West,2.561822022803959,1.5883296541384546,New York
id1415857,1,2016-02-09 14:47:47,2016-02-09 14:58:34,1,-73.95653533935547,40.77817153930664,-73.97123718261719,40.75787353515625,N,647,Lexington Avenue,Upper East Side,2.5743224992911227,1.596079949560496,New York
id2619418,1,2016-01-29 19:22:45,2016-01-29 19:40:35,1,-73.9908905029297,40.73404693603516,-73.9866943359375,40.7195701599121,N,1070,Broadway,Manhattan,1.64812413433811,1.021836963289628,New York
id3794176,1,2016-01-07 09:11:50,2016-01-07 09:21:16,1,-73.98262786865233,40.76769256591797,-73.96487426757811,40.772491455078125,N,566,Columbus Circle,Manhattan,1.5874402907035263,0.9842129802361863,New York
id0460328,1,2016-01-29 23:57:14,2016-01-30 00:05:48,1,-74.00008392333984,40.74264526367188,-73.98699188232422,40.733375549316406,N,514,West 19th Street,Manhattan,1.5096800510446844,0.9360016316477043,New York
id0533059,2,2016-02-23 07:28:15,2016-02-23 07:35:27,1,-73.98043823242188,40.77025985717773,-73.96440124511719,40.765430450439446,N,432,Central Park West,Manhattan,1.4533988853118898,0.9011073088933717,New York
id1957226,1,2016-04-28 06:24:01,2016-04-28 06:27:14,1,-73.9941864013672,40.75572204589844,-73.98271942138672,40.75226974487305,N,193,West 38th Street,Manhattan,1.0393792207525214,0.6444151168665633,New York
id0529651,2,2016-02-14 02:42:33,2016-02-14 02:45:06,5,-73.98101806640625,40.72951126098633,-73.98905944824217,40.72671890258789,N,153,Avenue A,Manhattan,0.7453599627861478,0.4621231769274116,New York
id3967755,2,2016-01-19 08:16:37,2016-01-19 08:45:18,1,-73.93150329589844,40.76028060913086,-73.98484802246092,40.748497009277344,N,1721,Crescent Street,Queens,4.680473229834414,2.9018934024973366,New York
id3754606,2,2016-04-07 12:39:55,2016-04-07 12:44:46,6,-73.95401000976561,40.77872848510742,-73.95397186279298,40.78730010986328,N,291,East 86th Street,Upper East Side,0.953127671763635,0.5909391564934537,New York
id2244526,1,2016-06-09 10:46:55,2016-06-09 11:20:21,1,-73.99137115478516,40.75033950805664,-73.9476318359375,40.77611541748047,N,2006,Penn Plaza,Manhattan,4.667429703842588,2.8938064163824047,New York
id3355218,2,2016-06-27 16:17:30,2016-06-27 16:42:15,2,-73.96591186523438,40.77384185791016,-73.9912567138672,40.7498893737793,N,1485,5th Avenue,Manhattan,3.413242755360118,2.116210508323273,New York
id0178245,1,2016-01-01 00:13:21,2016-01-01 00:21:53,1,-73.89049530029298,40.746685028076165,-73.86829376220702,40.75234603881836,N,512,75th Street,Elmhurst,1.9733082312530936,1.223451103376918,New York
id0534011,2,2016-03-15 09:25:01,2016-03-15 09:31:41,1,-73.97514343261719,40.75854110717773,-73.96926116943358,40.75141143798828,N,400,Madison Avenue,Manhattan,0.9348779707228636,0.5796243418481755,New York
id2457912,2,2016-01-28 14:15:41,2016-01-28 14:20:01,1,-74.00857543945312,40.71998596191406,-74.01377105712889,40.71671295166016,N,260,Hudson Street,Tribeca,0.569374921809956,0.3530124515221727,New York
id0708761,2,2016-01-26 23:07:58,2016-01-26 23:31:01,1,-73.98519897460938,40.74767303466797,-73.98590850830078,40.75656509399414,N,1383,5th Avenue,Manhattan,0.9905577407903684,0.6141457992900284,New York
